,3afterDHI,3afterDNI,3afterWS,3afterRH,3afterT,3afterTARGET,2afterDHI,2afterDNI,2afterWS,2afterRH,2afterT,2afterTARGET,1afterDHI,1afterDNI,1afterWS,1afterRH,1afterT,1afterTARGET,0afterDHI,0afterDNI,0afterWS,0afterRH,0afterT,0afterTARGET
290,0.0,0.0,2.4,63.83,5.4,0.0,0.0,0.0,1.5,75.53,7.3,0.0,0.0,0.0,2.7,60.64,6.4,0.0,0,0,2.4,73.15,0.0,0.0
291,0.0,0.0,2.5,63.75,5.4,0.0,0.0,0.0,1.3,78.69,6.7,0.0,0.0,0.0,2.6,61.4,6.2,0.0,0,0,2.1,74.76,-0.3,0.0
292,0.0,0.0,2.5,64.01,5.4,0.0,0.0,0.0,1.1,76.86,6.1,0.0,0.0,0.0,2.5,60.74,6.0,0.0,0,0,1.8,71.4,-0.6,0.0
293,0.0,0.0,2.7,64.01,5.4,0.0,0.0,0.0,1.0,79.1,5.7,0.0,0.0,0.0,2.4,61.17,5.9,0.0,0,0,1.7,72.45,-0.8,0.0
294,0.0,0.0,2.9,62.85,5.5,0.0,0.0,0.0,1.0,76.8,5.4,0.0,0.0,0.0,2.3,60.68,5.8,0.0,0,0,1.5,70.07,-1.0,0.0
295,0.0,0.0,3.0,62.34,5.6,0.0,0.0,0.0,0.9,78.41,5.1,0.0,0.0,0.0,2.4,60.26,5.9,0.0,0,0,1.3,71.1,-1.2,0.0
296,0.0,0.0,3.2,60.73,5.7,0.0,0.0,0.0,0.8,77.37,4.8,0.0,0.0,0.0,2.5,60.03,6.0,0.0,0,0,1.1,69.7,-1.3,0.0
297,0.0,0.0,3.2,59.48,6.0,0.0,0.0,0.0,0.9,78.0,4.7,0.0,0.0,0.0,2.9,58.0,6.5,0.0,0,0,1.2,69.79,-1.3,0.0
298,0.0,0.0,3.3,58.03,6.3,0.0,1.0,8.0,1.0,77.75,4.6,0.093843133,2.0,14.0,3.3,57.41,7.0,0.187681316,2,14,1.3,68.44,-1.2,0.18769823
299,22.0,120.0,3.6,51.32,8.1,2.721346178,24.0,271.0,1.2,73.55,5.4,3.847534631,27.0,254.0,3.7,51.49,8.6,4.128916338,16,65,1.4,65.03,-0.5,1.970816257
300,52.0,260.0,3.9,47.58,9.8,8.633074842000001,34.0,370.0,1.5,69.19,6.1,8.727267507999999,46.0,485.0,4.1,48.99,10.2,11.72966968,23,15,1.6,63.28,0.3,2.44003677
301,84.0,347.0,3.7,41.4,11.9,16.13972391,53.0,144.0,1.4,63.29,7.4,8.445622079,59.0,638.0,4.2,42.92,12.2,21.11294131,43,3,1.8,58.05,1.5,4.129238539
302,136.0,280.0,3.5,38.54,14.0,21.86319111,107.0,8.0,1.4,51.79,8.7,10.3222795,70.0,728.0,4.3,40.24,14.2,30.87113332,58,5,2.1,57.56,2.7,5.630705567000001
303,173.0,317.0,3.4,33.86,16.0,29.36922053,111.0,6.0,1.4,47.15,10.1,10.69747051,78.0,799.0,4.5,36.08,15.9,40.91052469,79,4,2.4,52.52,4.0,7.601343912000001
304,232.0,225.0,3.3,29.71,18.0,32.93408878,212.0,109.0,1.3,37.8,11.5,25.33572451,85.0,846.0,4.8,34.12,17.6,50.38656249,136,17,2.7,53.47,5.3,13.60714963
305,271.0,69.0,3.3,28.09,18.9,29.36828435,284.0,251.0,1.2,34.94,12.7,41.09963322,94.0,871.0,5.0,32.41,18.4,59.11220713,142,8,2.9,49.56,6.4,13.79466767
306,326.0,129.0,3.2,26.3,19.8,38.8445669,302.0,367.0,1.2,29.54,13.9,51.98378193,112.0,868.0,5.1,31.79,19.3,66.52403212,130,4,3.1,50.46,7.5,12.48073891
307,369.0,145.0,3.0,25.16,20.5,44.75535227,215.0,689.0,1.1,27.49,15.0,68.59148943,123.0,878.0,5.3,31.01,19.7,73.46697902,233,22,3.3,48.71,8.0,23.45990663
308,405.0,163.0,2.9,24.04,21.1,50.19697179,133.0,910.0,1.1,24.99,16.0,81.07030843,126.0,897.0,5.5,30.29,20.1,79.65924769,360,74,3.6,50.59,8.4,39.41246986
309,429.0,164.0,2.7,23.32,21.6,53.19911509,83.0,1017.0,1.1,23.45,17.0,88.48201451,124.0,919.0,5.7,30.29,20.1,84.81974076,369,65,3.8,50.93,8.3,39.78787045
310,444.0,291.0,2.5,22.45,22.1,65.48990871,80.0,1027.0,1.1,22.24,17.9,91.95282757,118.0,941.0,5.9,29.52,20.1,88.66665379,291,21,3.9,54.49,8.1,29.09025224
311,455.0,305.0,2.3,22.18,22.3,68.21068619,81.0,1029.0,1.2,21.26,18.6,94.01635131,131.0,929.0,6.1,29.7,20.0,90.54329625,342,31,4.0,54.12,8.2,34.72058548
312,424.0,402.0,2.2,22.11,22.5,73.65236718,81.0,1029.0,1.2,20.77,19.4,94.57849178,204.0,815.0,6.3,28.99,19.9,88.19771195,414,58,4.1,56.09,8.2,43.82300925
313,292.0,92.0,2.4,21.95,22.6,35.09038859,81.0,1024.0,1.4,20.24,19.8,93.45214645,275.0,709.0,6.3,30.09,19.3,85.38345449,364,44,4.1,54.97,8.5,37.91100077
314,366.0,382.0,2.5,22.7,22.6,65.58337333,81.0,1017.0,1.6,20.61,20.2,91.01223241,403.0,417.0,6.4,30.46,18.7,72.06035772,351,35,4.1,54.98,8.8,35.84642213
315,308.0,605.0,2.8,23.26,22.2,76.56118448,95.0,982.0,1.9,20.49,20.3,86.50843922,122.0,929.0,6.1,30.46,18.7,85.00870325,327,65,4.1,54.25,9.0,35.84634334
316,121.0,909.0,3.1,24.24,21.9,79.18854509,105.0,946.0,2.1,21.48,20.4,80.69108021,125.0,764.0,5.9,29.19,18.7,69.15167141,378,115,4.1,54.18,9.2,44.10404276
317,212.0,672.0,3.3,25.29,21.2,66.61646877,102.0,928.0,2.4,21.74,20.2,74.31101863,291.0,136.0,5.7,29.19,18.7,36.78080759,317,40,4.0,56.42,8.6,32.56213566
318,296.0,350.0,3.5,27.31,20.5,50.00964939,91.0,920.0,2.6,23.13,20.1,67.08641001,215.0,493.0,5.4,28.57,18.6,51.69961035,174,11,3.9,59.62,7.9,17.07883079
319,276.0,154.0,3.4,28.52,19.8,34.62233137,89.0,883.0,2.9,23.7,19.7,58.45456951,231.0,288.0,4.9,29.48,18.1,38.0946591,86,2,3.8,62.1,7.3,8.164110316
320,222.0,160.0,3.4,31.87,19.1,28.61759436,79.0,855.0,3.1,24.87,19.3,49.35351325,196.0,348.0,4.4,32.12,17.6,35.56146589,50,0,3.7,65.76,6.6,4.692053521
321,159.0,258.0,3.4,31.87,19.1,25.4274363,66.0,828.0,3.1,24.87,19.3,40.06454403,112.0,611.0,4.4,32.12,17.6,35.65529561,79,14,3.7,65.76,6.6,7.976490986
322,99.0,103.0,2.4,40.47,17.3,12.57322465,66.0,718.0,3.2,28.4,17.8,29.27480994,75.0,656.0,3.7,41.03,15.5,28.33723114,86,27,3.3,69.44,5.7,8.914989873
323,29.0,13.0,2.0,44.28,15.9,3.002607316,58.0,580.0,2.4,32.03,15.9,18.95395868,56.0,630.0,2.8,44.6,14.2,20.08031164,63,0,3.2,71.89,5.2,5.912078404
324,17.0,0.0,1.7,52.04,14.4,1.5951614369999998,41.0,442.0,1.6,42.66,14.0,10.13401133,44.0,444.0,1.8,55.61,12.9,10.50947215,38,0,3.1,72.21,4.7,3.5660351410000004
325,9.0,5.0,2.1,54.45,13.7,0.844503729,22.0,247.0,1.8,46.78,12.6,3.378055758,23.0,228.0,1.4,59.37,11.9,3.378081749,14,0,3.2,75.3,4.1,1.313811084
326,0.0,0.0,2.5,55.32,13.1,0.0,0.0,0.0,1.9,49.12,11.3,0.0,0.0,0.0,0.9,63.64,10.9,0.0,0,0,3.2,74.57,3.5,0.0
327,0.0,0.0,2.5,57.53,12.5,0.0,0.0,0.0,2.4,50.44,10.9,0.0,0.0,0.0,1.1,66.31,10.3,0.0,0,0,3.3,76.71,3.1,0.0
328,0.0,0.0,2.5,59.21,12.0,0.0,0.0,0.0,2.9,50.31,10.6,0.0,0.0,0.0,1.2,63.94,9.6,0.0,0,0,3.3,76.35,2.8,0.0
329,0.0,0.0,2.6,61.12,11.5,0.0,0.0,0.0,3.1,51.32,10.3,0.0,0.0,0.0,1.8,67.47,8.8,0.0,0,0,3.3,77.44,2.6,0.0
330,0.0,0.0,2.6,62.51,11.0,0.0,0.0,0.0,3.3,52.67,10.0,0.0,0.0,0.0,2.4,65.35,8.1,0.0,0,0,3.2,78.01,2.4,0.0
331,0.0,0.0,2.6,64.19,10.6,0.0,0.0,0.0,3.2,54.1,9.6,0.0,0.0,0.0,3.3,70.44,7.0,0.0,0,0,3.1,79.13,2.2,0.0
332,0.0,0.0,2.5,66.25,10.1,0.0,0.0,0.0,3.1,55.28,9.2,0.0,0.0,0.0,4.1,61.82,5.8,0.0,0,0,2.9,79.91,2.0,0.0
333,0.0,0.0,2.2,68.05,9.7,0.0,0.0,0.0,3.1,57.17,8.7,0.0,0.0,0.0,3.8,67.75,4.5,0.0,0,0,2.9,80.48,1.9,0.0
334,0.0,0.0,2.0,70.17,9.2,0.0,0.0,0.0,3.0,57.56,8.2,0.0,0.0,0.0,3.6,65.74,3.2,0.0,0,0,2.9,80.63,1.8,0.0
335,0.0,0.0,1.9,71.6,8.9,0.0,0.0,0.0,3.0,59.55,7.7,0.0,0.0,0.0,3.3,70.65,2.2,0.0,0,0,3.0,81.21,1.7,0.0
288,0.0,0.0,1.7,66.16,-3.3,0.0,0.0,0.0,2.5,61.28,-1.7,0.0,0.0,0.0,1.4,68.25,-2.2,0.0,0,0,1.0,55.86,-12.5,0.0
289,0.0,0.0,1.7,65.67,-3.2,0.0,0.0,0.0,2.3,62.19,-1.9,0.0,0.0,0.0,1.6,70.3,-2.6,0.0,0,0,1.0,56.31,-12.6,0.0
290,0.0,0.0,1.8,62.52,-3.2,0.0,0.0,0.0,2.0,61.52,-2.0,0.0,0.0,0.0,1.9,72.39,-3.0,0.0,0,0,1.0,51.69,-12.6,0.0
291,0.0,0.0,1.7,63.46,-3.4,0.0,0.0,0.0,2.1,61.98,-2.1,0.0,0.0,0.0,1.8,75.14,-3.5,0.0,0,0,1.0,51.27,-12.5,0.0
292,0.0,0.0,1.7,60.9,-3.6,0.0,0.0,0.0,2.2,61.13,-2.2,0.0,0.0,0.0,1.8,76.54,-3.9,0.0,0,0,1.0,45.87,-12.4,0.0
293,0.0,0.0,1.7,61.36,-3.7,0.0,0.0,0.0,2.3,62.04,-2.4,0.0,0.0,0.0,1.7,78.28,-4.2,0.0,0,0,1.0,45.08,-12.2,0.0
294,0.0,0.0,1.7,59.67,-3.8,0.0,0.0,0.0,2.4,61.01,-2.6,0.0,0.0,0.0,1.6,77.17,-4.4,0.0,0,0,1.1,40.41,-12.0,0.0
295,0.0,0.0,1.6,60.19,-3.9,0.0,0.0,0.0,2.5,61.46,-2.7,0.0,0.0,0.0,1.6,78.93,-4.7,0.0,0,0,1.1,39.77,-11.8,0.0
296,0.0,0.0,1.6,59.11,-4.0,0.0,0.0,0.0,2.6,60.23,-2.9,0.0,0.0,0.0,1.6,77.55,-5.0,0.0,0,0,1.1,35.54,-11.7,0.0
297,0.0,0.0,1.7,59.55,-4.1,0.0,0.0,0.0,2.7,60.23,-2.9,0.0,0.0,0.0,1.6,79.33,-5.3,0.0,0,0,1.1,34.98,-11.5,0.0
298,0.0,0.0,1.7,58.77,-4.2,0.0,0.0,0.0,2.8,58.95,-3.0,0.0,0.0,0.0,1.6,77.22,-5.6,0.0,0,0,1.1,31.36,-11.4,0.0
299,0.0,0.0,1.7,58.77,-4.2,0.0,0.0,0.0,2.8,58.95,-3.0,0.0,0.0,0.0,1.7,77.81,-5.7,0.0,0,0,1.1,30.62,-11.1,0.0
300,0.0,0.0,1.8,58.09,-4.3,0.0,0.0,0.0,2.8,58.23,-3.1,0.0,0.0,0.0,1.8,75.63,-5.9,0.0,0,0,1.1,27.43,-10.8,0.0
301,0.0,0.0,1.8,57.22,-4.1,0.0,0.0,0.0,3.0,57.37,-2.9,0.0,0.0,0.0,1.9,76.79,-6.1,0.0,0,0,1.0,26.36,-10.3,0.0
302,0.0,0.0,1.8,57.18,-4.0,0.0,0.0,0.0,3.2,56.8,-2.7,0.0,0.0,0.0,2.0,73.9,-6.2,0.0,0,0,1.0,24.15,-9.7,0.0
303,9.0,35.0,2.3,50.39,-2.3,0.938502497,13.0,242.0,3.6,51.23,-1.3,1.689285929,2.0,0.0,2.3,71.77,-5.8,0.187707719,8,28,0.8,21.48,-8.2,0.844707013
304,35.0,267.0,2.8,49.29,-0.7,5.8186131670000005,23.0,616.0,4.1,48.99,0.2,8.070899725,9.0,0.0,2.6,68.89,-5.5,0.844681951,33,129,0.6,24.72,-6.6,4.411170175
305,51.0,464.0,3.0,43.9,0.9,12.66933815,30.0,767.0,4.1,43.67,1.8,15.85997755,18.0,0.0,2.7,66.33,-5.0,1.6893546190000002,59,269,0.5,21.72,-4.9,10.2299695
306,52.0,676.0,3.2,42.33,2.5,20.92750169,34.0,853.0,4.1,42.69,3.5,23.55491119,26.0,0.0,2.9,62.78,-4.4,2.440162804,57,632,0.5,17.31,-3.1,20.64723645
307,72.0,667.0,3.4,39.16,3.6,26.65174273,37.0,909.0,3.9,38.17,5.1,30.68653592,33.0,0.0,3.0,60.92,-4.0,3.097116099,86,574,0.7,15.72,-1.8,25.43327791
308,47.0,896.0,3.5,37.91,4.8,35.75415515,39.0,945.0,3.6,35.7,6.8,36.87945961,44.0,0.0,3.0,57.85,-3.6,4.12946998,78,755,0.9,16.42,-0.5,34.16081512
309,44.0,951.0,3.6,36.32,5.4,41.38445786,43.0,968.0,3.7,33.8,7.6,42.13417753,54.0,0.0,3.1,55.67,-3.1,5.067958037,113,668,1.0,15.25,0.5,37.16355528
310,48.0,963.0,3.8,35.84,5.9,45.32558572,46.0,983.0,3.7,31.48,8.5,46.16884252,60.0,0.0,3.2,53.57,-2.7,5.631039733,77,891,1.1,16.92,1.4,45.60936672
311,50.0,971.0,3.9,35.34,6.1,47.85920892,48.0,992.0,3.9,30.64,8.9,48.7961231,90.0,1.0,3.3,52.01,-2.3,8.44652247,56,1018,1.2,16.19,2.0,51.23981485
312,52.0,974.0,4.0,35.64,6.3,49.07904166,50.0,995.0,4.0,30.41,9.2,50.10969965,109.0,4.0,3.5,50.21,-2.0,10.41734337,54,1041,1.3,17.61,2.7,53.11632252
313,52.0,970.0,4.0,35.6,6.3,48.70367614,50.0,994.0,4.0,30.41,9.2,49.82818448,110.0,1.0,3.8,50.21,-2.0,10.32349343,53,1040,1.4,17.24,3.0,52.83461304
314,61.0,920.0,4.0,36.68,6.3,46.0761175,49.0,987.0,3.9,31.67,9.2,48.13909348,111.0,0.0,4.0,48.65,-2.0,10.41734337,52,1035,1.4,18.26,3.2,51.14529452
315,156.0,480.0,3.9,37.19,6.1,34.53370369,58.0,921.0,3.6,32.53,8.8,43.82272025,85.0,0.0,4.1,49.38,-2.2,7.977262455,51,1023,1.5,18.26,3.2,47.9545789
316,171.0,271.0,3.7,39.56,5.9,26.27570187,62.0,841.0,3.3,35.67,8.5,37.91100077,119.0,6.0,4.1,47.66,-2.5,11.35590517,49,1004,1.5,19.58,3.2,43.450039200000006
317,148.0,179.0,3.1,42.4,4.9,19.80083581,50.0,850.0,2.5,38.74,7.3,33.21948336,132.0,24.0,4.0,49.46,-3.0,13.232987,46,976,1.3,20.43,2.6,37.63192357
318,115.0,186.0,2.4,48.68,4.0,15.95343784,46.0,800.0,1.7,47.77,6.1,26.74485204,90.0,6.0,4.0,46.81,-3.4,8.634327343999999,41,934,1.1,26.17,2.1,30.6875477
319,72.0,107.0,2.1,52.97,2.8,9.009119006,44.0,703.0,1.4,54.89,4.1,19.42563531,88.0,22.0,3.8,50.45,-4.4,8.728274646000001,36,872,1.0,29.56,0.4,22.89878145
320,34.0,642.0,1.8,55.67,1.7,12.38768839,37.0,543.0,1.1,58.87,2.1,11.44917682,53.0,4.0,3.6,47.05,-5.4,5.068086134,30,772,0.8,35.15,-1.3,14.64047805
321,25.0,144.0,1.8,55.67,1.7,3.284614346,23.0,413.0,1.1,58.87,2.1,5.067668427,22.0,0.0,3.6,47.05,-5.4,2.064775832,21,594,0.8,35.15,-1.3,6.56944528
322,1.0,0.0,1.9,58.07,0.5,0.0938473619999999,7.0,96.0,0.8,60.49,1.1,0.563080458,2.0,0.0,2.9,46.96,-7.6,0.1877114319999999,8,123,0.9,35.06,-3.5,0.750811899
323,0.0,0.0,2.0,58.49,0.4,0.0,0.0,0.0,0.9,60.49,1.1,0.0,0.0,0.0,2.5,49.26,-8.2,0.0,0,0,0.9,36.12,-3.9,0.0
324,0.0,0.0,2.2,58.43,0.2,0.0,0.0,0.0,0.9,59.67,1.1,0.0,0.0,0.0,2.0,47.07,-8.8,0.0,0,0,1.0,38.77,-4.4,0.0
325,0.0,0.0,2.3,59.71,-0.1,0.0,0.0,0.0,1.3,60.9,0.8,0.0,0.0,0.0,1.4,48.56,-9.2,0.0,0,0,1.2,39.36,-4.6,0.0
326,0.0,0.0,2.4,59.63,-0.3,0.0,0.0,0.0,1.6,61.89,0.4,0.0,0.0,0.0,0.9,49.13,-9.6,0.0,0,0,1.3,40.87,-4.8,0.0
327,0.0,0.0,2.4,61.02,-0.6,0.0,0.0,0.0,1.8,62.8,0.2,0.0,0.0,0.0,0.7,50.31,-9.9,0.0,0,0,1.6,40.57,-4.7,0.0
328,0.0,0.0,2.4,61.19,-0.9,0.0,0.0,0.0,2.0,63.33,-0.1,0.0,0.0,0.0,0.5,52.46,-10.3,0.0,0,0,1.8,39.84,-4.7,0.0
329,0.0,0.0,2.4,61.64,-1.0,0.0,0.0,0.0,2.1,63.79,-0.2,0.0,0.0,0.0,0.5,54.15,-10.7,0.0,0,0,1.9,39.79,-4.7,0.0
330,0.0,0.0,2.4,61.26,-1.2,0.0,0.0,0.0,2.1,63.15,-0.4,0.0,0.0,0.0,0.6,55.45,-11.1,0.0,0,0,2.1,38.23,-4.7,0.0
331,0.0,0.0,2.4,62.17,-1.4,0.0,0.0,0.0,2.0,64.54,-0.7,0.0,0.0,0.0,0.7,56.8,-11.4,0.0,0,0,2.1,38.23,-4.7,0.0
332,0.0,0.0,2.3,61.65,-1.5,0.0,0.0,0.0,1.9,63.98,-1.0,0.0,0.0,0.0,0.7,57.57,-11.8,0.0,0,0,2.2,35.84,-4.8,0.0
333,0.0,0.0,2.3,62.11,-1.6,0.0,0.0,0.0,1.7,65.4,-1.3,0.0,0.0,0.0,0.8,58.5,-12.0,0.0,0,0,2.3,36.12,-4.9,0.0
334,0.0,0.0,2.3,61.96,-1.7,0.0,0.0,0.0,1.4,65.38,-1.6,0.0,0.0,0.0,0.9,58.29,-12.3,0.0,0,0,2.4,33.34,-5.0,0.0
335,0.0,0.0,2.4,61.96,-1.7,0.0,0.0,0.0,1.4,66.84,-1.9,0.0,0.0,0.0,0.9,58.76,-12.4,0.0,0,0,2.5,33.34,-5.0,0.0
288,0.0,0.0,3.5,78.84,-3.9,0.0,0.0,0.0,1.1,67.85,-4.8,0.0,0.0,0.0,1.4,66.25,-3.5,0.0,0,0,1.4,65.85,0.9,0.0
289,0.0,0.0,3.4,80.63,-4.2,0.0,0.0,0.0,1.1,67.85,-4.8,0.0,0.0,0.0,1.4,65.68,-3.4,0.0,0,0,1.4,66.32,0.8,0.0
290,0.0,0.0,3.2,80.72,-4.6,0.0,0.0,0.0,1.1,67.41,-4.8,0.0,0.0,0.0,1.5,65.76,-3.3,0.0,0,0,1.4,67.22,0.7,0.0
291,0.0,0.0,3.2,81.95,-4.8,0.0,0.0,0.0,1.0,67.41,-4.8,0.0,0.0,0.0,1.6,65.28,-3.2,0.0,0,0,1.3,67.71,0.6,0.0
292,0.0,0.0,3.1,81.48,-5.0,0.0,0.0,0.0,1.0,66.69,-4.8,0.0,0.0,0.0,1.7,65.92,-3.0,0.0,0,0,1.3,68.27,0.5,0.0
293,0.0,0.0,3.0,82.72,-5.2,0.0,0.0,0.0,1.0,66.69,-4.8,0.0,0.0,0.0,1.8,65.43,-2.9,0.0,0,0,1.2,70.79,0.0,0.0
294,0.0,0.0,3.0,82.26,-5.4,0.0,0.0,0.0,1.0,66.37,-4.9,0.0,0.0,0.0,1.9,66.18,-2.8,0.0,0,0,1.1,72.4,-0.5,0.0
295,0.0,0.0,2.9,82.88,-5.5,0.0,0.0,0.0,1.0,66.37,-4.9,0.0,0.0,0.0,2.0,66.67,-2.9,0.0,0,0,1.1,75.09,-1.0,0.0
296,0.0,0.0,2.8,81.69,-5.5,0.0,0.0,0.0,0.9,66.06,-5.0,0.0,0.0,0.0,2.0,65.81,-3.0,0.0,0,0,1.0,76.15,-1.5,0.0
297,0.0,0.0,2.7,81.79,-5.5,0.0,0.0,0.0,0.9,66.06,-5.0,0.0,0.0,0.0,2.1,66.3,-3.1,0.0,0,0,1.1,76.71,-1.6,0.0
298,0.0,0.0,2.5,81.01,-5.5,0.0,0.0,0.0,0.9,65.31,-5.0,0.0,0.0,0.0,2.1,64.09,-3.1,0.0,0,0,1.2,75.51,-1.6,0.0
299,0.0,0.0,2.5,78.59,-5.1,0.0,0.0,0.0,1.0,61.95,-4.3,0.0,0.0,0.0,2.5,59.52,-2.1,0.0,0,0,1.7,70.19,-0.6,0.0
300,5.0,0.0,2.5,76.32,-4.8,0.469264141,12.0,6.0,1.2,60.26,-3.6,1.126219085,10.0,1.0,2.9,56.07,-1.0,0.938489089,9,0,2.1,67.32,0.3,0.844628113
301,23.0,0.0,2.6,71.41,-3.9,2.158593697,48.0,66.0,0.9,53.91,-2.1,5.349452473,31.0,0.0,3.0,49.21,0.8,2.909258624,36,0,2.4,60.44,1.8,3.378456757
302,45.0,0.0,2.8,66.46,-3.0,4.223293723,90.0,167.0,0.7,51.35,-0.6,12.01260753,55.0,1.0,3.1,46.55,2.7,5.161480103,61,4,2.6,57.71,3.2,5.81836378
303,91.0,5.0,2.8,62.18,-2.1,8.728054035,117.0,309.0,0.9,46.4,0.8,20.45865742,57.0,0.0,3.1,41.3,4.4,5.349070349,88,4,2.4,51.95,4.7,8.352029672999999
304,165.0,45.0,2.9,58.96,-1.2,17.26823719,169.0,279.0,1.2,46.43,2.2,26.74599842,106.0,22.0,3.2,38.2,6.1,10.7917824,99,2,2.3,50.49,6.1,9.384158611
305,222.0,94.0,2.8,56.02,-0.5,25.24521777,154.0,561.0,1.3,43.25,3.2,40.82239104,190.0,246.0,3.4,36.16,6.9,29.46599896,128,5,2.0,46.82,7.2,12.29309916
306,265.0,96.0,2.8,54.32,0.3,30.03122179,97.0,915.0,1.5,43.96,4.2,58.74605962,190.0,349.0,3.7,34.94,7.7,36.87909481,194,19,1.7,45.81,8.4,19.23703886
307,309.0,126.0,2.8,51.64,1.0,36.60026999,103.0,960.0,1.7,41.81,4.9,67.84836158,114.0,900.0,3.7,33.55,8.3,65.59368264,226,26,1.5,43.12,9.3,22.80270343
308,352.0,156.0,2.7,50.44,1.7,43.26306324,112.0,978.0,1.8,41.26,5.7,75.07359893,125.0,917.0,3.7,33.09,8.9,72.63115246,217,17,1.4,42.36,10.2,21.48875486
309,380.0,206.0,2.7,47.99,2.4,50.11344477,118.0,989.0,2.0,39.86,6.2,80.70367536,303.0,353.0,3.7,32.21,9.3,53.39398457,287,35,1.2,40.65,10.8,29.46473594
310,402.0,178.0,2.7,46.78,3.1,50.76997201,124.0,993.0,2.2,39.5,6.7,84.73839346,290.0,445.0,3.8,32.16,9.7,60.1500767,311,37,0.9,39.93,11.5,31.90424567
311,412.0,151.0,2.6,45.16,3.6,50.01893971,131.0,993.0,2.3,38.91,6.9,87.3657485,144.0,934.0,3.9,31.52,10.0,84.54764494,396,151,0.7,39.15,11.8,48.70073208
312,413.0,198.0,2.6,44.46,4.1,53.86625445,132.0,994.0,2.4,38.78,7.2,88.39770541,149.0,927.0,4.0,31.53,10.3,85.20422694,402,220,0.5,39.03,12.2,54.70597682
313,408.0,178.0,2.6,43.53,4.4,51.80152338,134.0,985.0,2.4,38.52,7.3,87.45920477,129.0,966.0,4.1,31.11,10.5,85.95473603,400,184,0.8,38.52,12.4,51.70313374
314,394.0,116.0,2.7,43.11,4.7,45.6077126,142.0,944.0,2.4,38.49,7.4,83.61165858,213.0,714.0,4.3,31.46,10.6,73.38049093,384,309,1.1,39.04,12.6,59.20981065
315,385.0,154.0,2.6,43.05,4.7,47.10920108,147.0,906.0,2.3,38.97,7.2,78.63829844,301.0,429.0,4.3,31.67,10.5,59.11734028,327,417,1.3,39.29,12.5,60.80507048
316,361.0,187.0,2.6,42.73,4.8,46.45224882,153.0,851.0,2.3,39.16,7.0,71.88194393,268.0,466.0,4.3,32.22,10.5,56.77141408,287,504,1.5,40.1,12.5,61.36808039
317,314.0,274.0,2.6,43.33,4.6,46.54619405,129.0,853.0,2.2,39.7,6.8,65.50092318,178.0,733.0,4.1,32.65,10.3,62.77712315,280,404,1.7,41.17,12.1,51.79713962
318,270.0,278.0,2.5,43.2,4.5,41.00949427,116.0,832.0,2.1,39.99,6.5,57.90000409,148.0,732.0,3.9,33.57,10.1,55.45793922,229,472,1.8,42.99,11.7,48.41927817
319,244.0,171.0,2.4,44.43,4.1,31.34377872,150.0,611.0,2.0,41.11,6.1,44.38707023,192.0,435.0,3.6,34.71,9.6,39.69346397,186,488,2.0,44.43,11.2,41.94483777
320,196.0,107.0,2.4,44.91,3.7,22.80410692,116.0,586.0,1.9,41.79,5.7,35.47227549,145.0,495.0,3.3,36.24,9.1,34.53256505,168,388,2.1,47.15,10.7,32.27987357
321,144.0,72.0,2.4,44.91,3.7,15.95349044,77.0,752.0,1.9,41.79,5.7,32.46933154,108.0,490.0,3.3,36.24,9.1,26.74397022,150,195,2.1,47.15,10.7,20.73794204
322,82.0,7.0,1.9,49.91,2.1,7.883039775,80.0,473.0,1.2,51.63,4.2,19.23792687,82.0,432.0,1.7,45.4,7.2,18.48656897,106,184,1.6,55.24,9.3,14.63877257
323,41.0,0.0,1.4,56.38,0.4,3.847746063,55.0,286.0,1.2,57.39,2.7,9.572199464,55.0,322.0,1.4,49.36,6.0,10.22874413,64,125,1.4,59.56,8.2,8.070190139
324,14.0,0.0,0.9,63.63,-1.3,1.3138890559999998,25.0,119.0,1.1,60.49,1.2,3.096939115,26.0,172.0,1.1,52.15,4.7,3.5660351410000004,26,62,1.2,64.11,7.2,2.9090540000000003
325,0.0,0.0,0.9,67.07,-2.0,0.0,1.0,5.0,1.2,62.71,0.7,0.093847156,1.0,8.0,1.3,54.01,4.2,0.093843546,1,1,1.4,66.34,6.7,0.093840967
326,0.0,0.0,0.9,64.36,-2.7,0.0,0.0,0.0,1.3,60.66,0.2,0.0,0.0,0.0,1.4,51.19,3.7,0.0,0,0,1.5,66.0,6.2,0.0
327,0.0,0.0,0.9,66.3,-3.1,0.0,0.0,0.0,1.4,62.9,-0.3,0.0,0.0,0.0,1.5,54.23,2.9,0.0,0,0,1.5,67.85,5.8,0.0
328,0.0,0.0,0.9,65.44,-3.5,0.0,0.0,0.0,1.4,63.02,-0.8,0.0,0.0,0.0,1.5,55.97,2.2,0.0,0,0,1.5,68.41,5.4,0.0
329,0.0,0.0,1.0,66.92,-3.8,0.0,0.0,0.0,1.5,65.37,-1.3,0.0,0.0,0.0,1.5,58.0,1.7,0.0,0,0,1.4,69.85,5.1,0.0
330,0.0,0.0,1.0,67.17,-4.1,0.0,0.0,0.0,1.5,65.31,-1.9,0.0,0.0,0.0,1.4,60.79,1.3,0.0,0,0,1.2,71.1,4.7,0.0
331,0.0,0.0,1.0,68.19,-4.3,0.0,0.0,0.0,1.5,67.76,-2.4,0.0,0.0,0.0,1.4,61.23,1.2,0.0,0,0,1.1,73.11,4.3,0.0
