,Day,Hour,Minute,DHI,DNI,WS,RH,T,TARGET,SEASON
32221,671,6,30,0,0,1.5,56.78,3,0.0,2.0
32222,671,7,0,21,461,1.4,53.75,4,5.067562608,2.0
32223,671,7,30,34,674,1.8,43.53,6,13.41936156,2.0
32224,671,8,0,43,791,2.2,34.25,9,22.23974704,2.0
32225,671,8,30,49,864,1.7,32.02,11,30.68454609,2.0
32226,671,9,0,53,912,1.3,26.57,13,38.47213255,2.0
32227,671,9,30,57,945,1.2,24.87,14,45.22771724,2.0
32228,671,10,0,60,968,1.1,23.77,15,50.76333212,2.0
32229,671,10,30,61,984,1.1,22.27,15,55.07962284,2.0
32230,671,11,0,61,998,1.2,20.22,16,58.08162143,2.0
32231,671,11,30,61,1003,1.1,20.21,16,59.58292344,2.0
32232,671,12,0,61,1003,1.0,18.05,17,59.48843818,2.0
32233,671,12,30,61,998,1.0,18.04,17,57.98715267,2.0
32234,671,13,0,60,988,1.1,17.06,18,54.98397727,2.0
32235,671,13,30,58,973,1.3,17.05,18,50.66782889,2.0
32236,671,14,0,54,953,1.5,16.27,18,44.94424081,2.0
32237,671,14,30,51,919,1.7,17.34,17,38.09511971,2.0
32238,671,15,0,47,870,2.0,17.1,17,30.30720115,2.0
32239,671,15,30,41,796,1.6,19.46,15,21.7691184,2.0
32240,671,16,0,32,675,1.3,30.6,13,12.94915681,2.0
32241,671,16,30,19,456,1.3,34.98,10,4.691878188,2.0
32242,671,17,0,0,0,1.4,37.07,8,0.0,2.0
32243,671,17,30,0,0,1.3,39.72,8,0.0,2.0
32244,671,18,0,0,0,1.3,39.09,8,0.0,2.0
32245,671,18,30,0,0,1.1,39.1,8,0.0,2.0
32246,671,19,0,0,0,0.9,38.36,8,0.0,2.0
32247,671,19,30,0,0,0.8,38.36,7,0.0,2.0
32248,671,20,0,0,0,0.8,38.36,7,0.0,2.0
32249,671,20,30,0,0,0.9,41.11,6,0.0,2.0
32250,671,21,0,0,0,1.1,41.66,6,0.0,2.0
32251,671,21,30,0,0,1.2,44.67,6,0.0,2.0
32252,671,22,0,0,0,1.3,45.44,6,0.0,2.0
32253,671,22,30,0,0,1.3,45.43,5,0.0,2.0
32254,671,23,0,0,0,1.4,46.4,5,0.0,2.0
32255,671,23,30,0,0,1.4,49.79,5,0.0,2.0
32256,672,0,0,0,0,1.4,50.98,5,0.0,2.0
32257,672,0,30,0,0,1.4,50.98,5,0.0,2.0
32258,672,1,0,0,0,1.4,52.32,5,0.0,2.0
32259,672,1,30,0,0,1.4,52.31,4,0.0,2.0
32260,672,2,0,0,0,1.4,54.3,4,0.0,2.0
32261,672,2,30,0,0,1.4,58.28,4,0.0,2.0
32262,672,3,0,0,0,1.5,60.36,4,0.0,2.0
32263,672,3,30,0,0,1.5,60.36,3,0.0,2.0
32264,672,4,0,0,0,1.5,61.97,3,0.0,2.0
32265,672,4,30,0,0,1.5,66.57,3,0.0,2.0
32266,672,5,0,0,0,1.5,67.92,3,0.0,2.0
32267,672,5,30,0,0,1.5,67.92,3,0.0,2.0
32268,672,6,0,0,0,1.6,69.11,3,0.0,2.0
32269,672,6,30,0,0,1.6,64.34,4,0.0,2.0
32270,672,7,0,20,421,1.6,65.15,5,4.598293311,2.0
32271,672,7,30,33,637,2.2,56.63,7,12.57464816,2.0
32272,672,8,0,42,757,2.9,50.92,10,21.11345184,2.0
32273,672,8,30,48,832,3.5,44.5,12,29.27667631,2.0
32274,672,9,0,55,840,4.1,35.04,14,35.562873100000004,2.0
32275,672,9,30,56,914,4.3,32.81,15,43.44440438,2.0
32276,672,10,0,59,937,4.6,24.38,16,48.88614664,2.0
32277,672,10,30,61,953,4.6,24.37,17,53.10797477,2.0
32278,672,11,0,61,966,4.6,20.86,18,55.9222704,2.0
32279,672,11,30,61,970,4.5,20.85,18,57.32971009,2.0
32280,672,12,0,61,969,4.5,18.9,19,57.32907992,2.0
32281,672,12,30,61,965,4.4,18.88,19,55.82782742,2.0
32282,672,13,0,154,625,4.3,17.62,20,45.50621625,2.0
32283,672,13,30,132,639,4.1,17.61,19,41.75358521,2.0
32284,672,14,0,54,917,4.0,17.77,19,43.06718115,2.0
32285,672,14,30,50,883,3.8,18.92,18,36.40577335,2.0
32286,672,15,0,46,833,3.6,19.5,18,28.80559901,2.0
32287,672,15,30,40,757,2.9,22.15,16,20.54907123,2.0
32288,672,16,0,32,634,2.3,30.23,14,12.0106801,2.0
32289,672,16,30,18,410,2.3,36.85,12,4.128762044,2.0
32290,672,17,0,0,0,2.4,40.17,10,0.0,2.0
32291,672,17,30,0,0,2.6,40.17,9,0.0,2.0
32292,672,18,0,0,0,2.9,39.37,9,0.0,2.0
32293,672,18,30,0,0,2.8,42.14,9,0.0,2.0
32294,672,19,0,0,0,2.8,42.01,9,0.0,2.0
32295,672,19,30,0,0,2.5,44.99,8,0.0,2.0
32296,672,20,0,0,0,2.4,45.09,8,0.0,2.0
32297,672,20,30,0,0,2.2,45.08,7,0.0,2.0
32298,672,21,0,0,0,2.0,45.3,7,0.0,2.0
32299,672,21,30,0,0,1.9,48.55,7,0.0,2.0
32300,672,22,0,0,0,1.9,48.66,7,0.0,2.0
32301,672,22,30,0,0,1.9,48.66,7,0.0,2.0
32302,672,23,0,0,0,1.9,49.04,7,0.0,2.0
32303,672,23,30,0,0,1.8,52.58,6,0.0,2.0
32304,673,0,0,0,0,1.7,52.67,6,0.0,2.0
32305,673,0,30,0,0,1.6,52.66,6,0.0,2.0
32306,673,1,0,0,0,1.6,52.39,6,0.0,2.0
32307,673,1,30,0,0,1.5,52.38,6,0.0,2.0
32308,673,2,0,0,0,1.5,52.16,6,0.0,2.0
32309,673,2,30,0,0,1.4,52.15,6,0.0,2.0
32310,673,3,0,0,0,1.4,51.55,6,0.0,2.0
32311,673,3,30,0,0,1.3,51.55,6,0.0,2.0
32312,673,4,0,0,0,1.3,50.63,6,0.0,2.0
32313,673,4,30,0,0,1.3,50.63,6,0.0,2.0
32314,673,5,0,0,0,1.3,49.93,6,0.0,2.0
32315,673,5,30,0,0,1.2,49.93,5,0.0,2.0
32316,673,6,0,0,0,1.2,49.57,5,0.0,2.0
32317,673,6,30,0,0,1.1,49.57,5,0.0,2.0
32318,673,7,0,1,0,1.0,48.77,6,0.093841689,2.0
32319,673,7,30,4,0,1.0,45.51,7,0.375362632,2.0
32320,673,8,0,6,0,1.0,46.29,9,0.563031571,2.0
32321,673,8,30,9,0,0.9,43.23,10,0.844538074,2.0
32322,673,9,0,12,0,0.8,40.34,11,1.126038389,2.0
32323,673,9,30,199,109,0.9,40.33,11,23.27146003,2.0
32324,673,10,0,153,567,1.1,39.73,12,40.34926543,2.0
32325,673,10,30,246,100,1.9,37.15,13,28.05650642,2.0
32326,673,11,0,171,8,2.7,41.86,14,16.51468513,2.0
32327,673,11,30,234,37,3.0,41.84,14,23.92752675,2.0
32328,673,12,0,274,148,3.3,45.68,15,33.49816925,2.0
32329,673,12,30,49,0,3.3,45.66,15,4.597787937,2.0
32330,673,13,0,46,0,3.3,46.11,16,4.316243273,2.0
32331,673,13,30,9,0,3.0,46.09,16,0.84448238,2.0
32332,673,14,0,7,0,2.9,47.74,16,0.656819629,2.0
32333,673,14,30,56,836,2.7,50.94,15,34.90565536,2.0
32334,673,15,0,53,771,2.5,51.65,15,27.39906281,2.0
32335,673,15,30,45,688,1.8,55.13,14,19.32968828,2.0
32336,673,16,0,35,550,1.2,60.63,13,11.07246742,2.0
32337,673,16,30,19,318,1.1,69.29,11,3.56578823,2.0
32338,673,17,0,0,0,1.0,71.08,10,0.0,2.0
32339,673,17,30,0,0,1.0,71.08,9,0.0,2.0
32340,673,18,0,0,0,1.0,69.46,9,0.0,2.0
32341,673,18,30,0,0,1.0,74.35,8,0.0,2.0
32342,673,19,0,0,0,1.0,73.08,8,0.0,2.0
32343,673,19,30,0,0,1.1,78.27,7,0.0,2.0
32344,673,20,0,0,0,1.2,83.99,7,0.0,2.0
32345,673,20,30,0,0,1.2,83.98,7,0.0,2.0
32346,673,21,0,0,0,1.4,83.29,7,0.0,2.0
32347,673,21,30,0,0,1.5,89.3,6,0.0,2.0
32348,673,22,0,0,0,1.7,87.68,6,0.0,2.0
32349,673,22,30,0,0,1.8,87.64,6,0.0,2.0
32350,673,23,0,0,0,1.9,85.42,6,0.0,2.0
32351,673,23,30,0,0,2.0,91.64,5,0.0,2.0
32352,674,0,0,0,0,2.2,88.32,5,0.0,2.0
32353,674,0,30,0,0,2.2,88.31,5,0.0,2.0
32354,674,1,0,0,0,2.3,85.24,5,0.0,2.0
32355,674,1,30,0,0,2.0,85.23,4,0.0,2.0
32356,674,2,0,0,0,1.8,82.89,4,0.0,2.0
32357,674,2,30,0,0,1.7,82.89,4,0.0,2.0
32358,674,3,0,0,0,1.6,81.91,5,0.0,2.0
32359,674,3,30,0,0,1.5,81.9,5,0.0,2.0
32360,674,4,0,0,0,1.5,81.1,5,0.0,2.0
32361,674,4,30,0,0,1.5,81.09,5,0.0,2.0
32362,674,5,0,0,0,1.5,80.24,5,0.0,2.0
32363,674,5,30,0,0,1.5,80.25,5,0.0,2.0
32364,674,6,0,0,0,1.5,79.88,5,0.0,2.0
32365,674,6,30,0,0,1.7,79.88,5,0.0,2.0
32366,674,7,0,20,329,1.9,75.04,6,3.75366757,2.0
32367,674,7,30,36,561,2.5,69.98,7,11.3547196,2.0
32368,674,8,0,47,692,3.2,63.27,8,19.61248194,2.0
32369,674,8,30,55,775,3.2,59.1,9,27.68238556,2.0
32370,674,9,0,73,731,3.2,50.62,11,32.748949800000005,2.0
32371,674,9,30,65,869,3.2,47.35,12,41.66296244,2.0
32372,674,10,0,209,329,3.3,41.84,14,34.62453871,2.0
32373,674,10,30,111,765,3.4,41.83,14,47.94888695,2.0
32374,674,11,0,68,936,3.5,38.3,15,54.32896358,2.0
32375,674,11,30,68,941,3.5,38.29,15,55.73644968,2.0
32376,674,12,0,243,376,3.6,35.63,16,42.41178173,2.0
32377,674,12,30,231,384,3.6,35.62,16,41.28580522,2.0
32378,674,13,0,66,924,3.6,33.37,16,51.3257624,2.0
32379,674,13,30,64,906,3.4,35.59,16,47.1033505,2.0
32380,674,14,0,63,874,3.3,35.14,16,41.47346797,2.0
32381,674,14,30,59,836,3.0,35.15,16,34.90527169,2.0
32382,674,15,0,54,778,2.7,34.26,16,27.39876165,2.0
32383,674,15,30,46,695,1.8,39.04,14,19.23585484,2.0
32384,674,16,0,35,563,1.0,44.86,13,10.97863295,2.0
32385,674,16,30,19,325,0.8,51.29,11,3.4719516980000003,2.0
32386,674,17,0,0,0,0.6,50.86,9,0.0,2.0
32387,674,17,30,0,0,0.6,54.47,9,0.0,2.0
32388,674,18,0,0,0,0.7,52.58,9,0.0,2.0
32389,674,18,30,0,0,1.0,56.33,8,0.0,2.0
32390,674,19,0,0,0,1.4,58.64,7,0.0,2.0
32391,674,19,30,0,0,1.6,58.66,6,0.0,2.0
32392,674,20,0,0,0,1.9,56.29,6,0.0,2.0
32393,674,20,30,0,0,2.1,60.38,6,0.0,2.0
32394,674,21,0,0,0,2.4,58.69,6,0.0,2.0
32395,674,21,30,0,0,2.5,58.69,6,0.0,2.0
32396,674,22,0,0,0,2.7,58.1,6,0.0,2.0
32397,674,22,30,0,0,2.6,62.34,5,0.0,2.0
32398,674,23,0,0,0,2.5,62.2,5,0.0,2.0
32399,674,23,30,0,0,2.4,62.21,5,0.0,2.0
32400,675,0,0,0,0,2.4,62.15,5,0.0,2.0
32401,675,0,30,0,0,2.4,62.16,5,0.0,2.0
32402,675,1,0,0,0,2.4,61.96,5,0.0,2.0
32403,675,1,30,0,0,2.4,66.53,4,0.0,2.0
32404,675,2,0,0,0,2.4,66.7,4,0.0,2.0
32405,675,2,30,0,0,2.4,66.72,4,0.0,2.0
32406,675,3,0,0,0,2.4,67.13,4,0.0,2.0
32407,675,3,30,0,0,2.3,67.15,3,0.0,2.0
32408,675,4,0,0,0,2.2,66.81,3,0.0,2.0
32409,675,4,30,0,0,2.1,71.79,3,0.0,2.0
32410,675,5,0,0,0,2.1,71.2,3,0.0,2.0
32411,675,5,30,0,0,2.0,71.23,3,0.0,2.0
32412,675,6,0,0,0,2.0,71.12,3,0.0,2.0
32413,675,6,30,0,0,2.0,66.24,4,0.0,2.0
32414,675,7,0,19,351,2.1,62.53,5,3.659866104,2.0
32415,675,7,30,34,589,2.9,54.38,7,11.26087895,2.0
32416,675,8,0,43,725,3.7,48.56,9,19.70610498,2.0
32417,675,8,30,50,807,3.9,45.37,9,27.87006275,2.0
32418,675,9,0,54,864,4.2,41.61,10,35.4705991,2.0
32419,675,9,30,58,902,4.0,41.61,11,42.13260304,2.0
32420,675,10,0,60,931,3.9,36.82,12,47.66843451,2.0
32421,675,10,30,62,948,3.8,34.44,13,51.8904617,2.0
32422,675,11,0,62,964,3.8,30.74,14,54.79872794,2.0
32423,675,11,30,62,970,3.7,30.73,14,56.30006295,2.0
32424,675,12,0,62,969,3.7,27.72,15,56.20561172,2.0
32425,675,12,30,62,964,3.6,27.71,15,54.79812562,2.0
32426,675,13,0,61,953,3.5,26.93,15,51.7954886,2.0
32427,675,13,30,59,936,3.5,26.93,15,47.57303029,2.0
32428,675,14,0,55,914,3.5,26.63,15,42.03691828,2.0
32429,675,14,30,51,878,3.5,28.44,14,35.37520622,2.0
32430,675,15,0,47,824,3.5,28.82,14,27.77469772,2.0
32431,675,15,30,40,743,2.9,32.91,12,19.51778421,2.0
32432,675,16,0,31,610,2.3,38.49,11,11.07271082,2.0
32433,675,16,30,17,367,1.9,44.1,9,3.378189425,2.0
32434,675,17,0,0,0,1.5,50.78,7,0.0,2.0
32435,675,17,30,0,0,1.4,54.48,6,0.0,2.0
32436,675,18,0,0,0,1.3,54.34,5,0.0,2.0
32437,675,18,30,0,0,1.2,58.32,5,0.0,2.0
32438,675,19,0,0,0,1.2,58.11,5,0.0,2.0
32439,675,19,30,0,0,1.1,62.39,4,0.0,2.0
32440,675,20,0,0,0,1.1,62.01,4,0.0,2.0
32441,675,20,30,0,0,1.1,66.62,3,0.0,2.0
32442,675,21,0,0,0,1.2,66.31,3,0.0,2.0
32443,675,21,30,0,0,1.2,66.31,3,0.0,2.0
32444,675,22,0,0,0,1.4,65.89,3,0.0,2.0
32445,675,22,30,0,0,1.4,65.89,2,0.0,2.0
32446,675,23,0,0,0,1.4,65.41,2,0.0,2.0
32447,675,23,30,0,0,1.4,65.41,2,0.0,2.0
32448,676,0,0,0,0,1.4,64.96,2,0.0,2.0
32449,676,0,30,0,0,1.4,69.83,2,0.0,2.0
32450,676,1,0,0,0,1.4,69.34,2,0.0,2.0
32451,676,1,30,0,0,1.4,69.33,2,0.0,2.0
32452,676,2,0,0,0,1.5,69.13,2,0.0,2.0
32453,676,2,30,0,0,1.5,69.11,2,0.0,2.0
32454,676,3,0,0,0,1.5,69.16,2,0.0,2.0
32455,676,3,30,0,0,1.5,69.16,2,0.0,2.0
32456,676,4,0,0,0,1.5,69.1,2,0.0,2.0
32457,676,4,30,0,0,1.4,69.1,2,0.0,2.0
32458,676,5,0,0,0,1.4,68.61,2,0.0,2.0
32459,676,5,30,0,0,1.4,68.63,2,0.0,2.0
32460,676,6,0,0,0,1.4,67.42,2,0.0,2.0
32461,676,6,30,0,0,1.2,62.73,2,0.0,2.0
32462,676,7,0,17,400,1.2,58.35,3,3.659946552,2.0
32463,676,7,30,31,639,1.5,50.66,6,11.44868609,2.0
32464,676,8,0,39,770,1.8,41.34,9,19.98762076,2.0
32465,676,8,30,45,847,1.2,38.62,10,28.24510669,2.0
32466,676,9,0,49,899,0.6,31.9,12,35.84516138,2.0
32467,676,9,30,52,934,0.7,29.85,13,42.41318027,2.0
32468,676,10,0,54,958,0.9,26.42,14,47.94888695,2.0
32469,676,10,30,56,974,1.2,24.74,15,52.17081822,2.0
32470,676,11,0,56,985,1.5,21.68,16,54.98518604,2.0
32471,676,11,30,57,989,1.7,21.67,16,56.39265668,2.0
32472,676,12,0,57,987,1.9,19.42,16,56.2988253,2.0
32473,676,12,30,57,982,2.0,19.41,16,54.79752329,2.0
32474,676,13,0,56,969,2.2,18.94,17,51.79434996,2.0
32475,676,13,30,54,952,2.3,18.94,16,47.478676,2.0
32476,676,14,0,51,928,2.5,18.71,16,41.94262485,2.0
32477,676,14,30,113,525,2.5,19.95,15,28.7127165,2.0
32478,676,15,0,44,838,2.6,20.66,15,27.68056003,2.0
32479,676,15,30,38,758,2.0,23.54,13,19.42373521,2.0
32480,676,16,0,30,625,1.4,33.44,11,10.97887429,2.0
32481,676,16,30,35,0,1.3,38.27,9,3.284350829,2.0
32482,676,17,0,0,0,1.3,41.36,8,0.0,2.0
32483,676,17,30,0,0,1.3,44.33,7,0.0,2.0
32484,676,18,0,0,0,1.3,43.71,7,0.0,2.0
32485,676,18,30,0,0,1.2,43.72,7,0.0,2.0
32486,676,19,0,0,0,1.2,43.2,7,0.0,2.0
32487,676,19,30,0,0,1.2,46.31,6,0.0,2.0
32488,676,20,0,0,0,1.3,45.32,6,0.0,2.0
32489,676,20,30,0,0,1.4,45.32,5,0.0,2.0
32490,676,21,0,0,0,1.5,43.82,5,0.0,2.0
32491,676,21,30,0,0,1.5,47.01,5,0.0,2.0
32492,676,22,0,0,0,1.5,45.42,5,0.0,2.0
32493,676,22,30,0,0,1.5,45.41,5,0.0,2.0
32494,676,23,0,0,0,1.6,44.01,5,0.0,2.0
32495,676,23,30,0,0,1.6,44.0,5,0.0,2.0
32496,677,0,0,0,0,1.6,42.68,5,0.0,2.0
32497,677,0,30,0,0,1.6,42.67,5,0.0,2.0
32498,677,1,0,0,0,1.6,41.46,5,0.0,2.0
32499,677,1,30,0,0,1.6,41.45,5,0.0,2.0
32500,677,2,0,0,0,1.6,40.5,5,0.0,2.0
32501,677,2,30,0,0,1.6,43.47,4,0.0,2.0
32502,677,3,0,0,0,1.6,42.79,4,0.0,2.0
32503,677,3,30,0,0,1.6,42.78,4,0.0,2.0
32504,677,4,0,0,0,1.6,42.28,4,0.0,2.0
32505,677,4,30,0,0,1.6,42.28,3,0.0,2.0
32506,677,5,0,0,0,1.6,41.81,3,0.0,2.0
32507,677,5,30,0,0,1.6,41.81,3,0.0,2.0
32508,677,6,0,0,0,1.6,41.49,3,0.0,2.0
32509,677,6,30,0,0,1.5,41.49,3,0.0,2.0
32510,677,7,0,16,405,1.5,41.71,4,3.378375072,2.0
32511,677,7,30,29,648,1.6,36.26,7,11.16703829,2.0
32512,677,8,0,37,780,1.8,32.87,10,19.70588839,2.0
32513,677,8,30,42,858,1.8,28.72,12,27.9629793,2.0
32514,677,9,0,46,911,1.9,20.37,14,35.562873100000004,2.0
32515,677,9,30,49,946,1.8,19.08,15,42.22458309,2.0
32516,677,10,0,51,970,1.7,16.23,17,47.75964516,2.0
32517,677,10,30,53,986,1.6,16.22,18,52.07526858,2.0
32518,677,11,0,53,998,1.6,14.85,19,54.8895446,2.0
32519,677,11,30,53,1003,1.5,13.94,19,56.39079711,2.0
32520,677,12,0,54,1002,1.5,12.84,20,56.39017725,2.0
32521,677,12,30,54,997,1.4,12.84,20,54.88894125,2.0
32522,677,13,0,54,984,1.3,12.66,21,51.97972512,2.0
32523,677,13,30,52,968,1.1,12.66,21,47.66371906,2.0
32524,677,14,0,49,945,1.0,12.7,21,42.03414594,2.0
32525,677,14,30,46,910,0.9,13.52,20,35.279046,2.0
32526,677,15,0,42,855,0.9,17.34,19,27.67934301,2.0
32527,677,15,30,36,776,0.9,20.98,16,19.32926335,2.0
32528,677,16,0,28,642,1.0,32.16,14,10.7908454,2.0
32529,677,16,30,15,393,1.0,36.72,12,3.190407034,2.0
32530,677,17,0,0,0,1.1,32.18,11,0.0,2.0
32531,677,17,30,0,0,0.9,32.19,10,0.0,2.0
32532,677,18,0,0,0,0.7,30.71,10,0.0,2.0
32533,677,18,30,0,0,0.8,32.87,9,0.0,2.0
32534,677,19,0,0,0,1.0,34.77,9,0.0,2.0
32535,677,19,30,0,0,1.1,37.25,8,0.0,2.0
32536,677,20,0,0,0,1.3,37.25,8,0.0,2.0
32537,677,20,30,0,0,1.4,39.92,7,0.0,2.0
32538,677,21,0,0,0,1.5,39.75,7,0.0,2.0
32539,677,21,30,0,0,1.5,42.62,6,0.0,2.0
32540,677,22,0,0,0,1.6,42.48,6,0.0,2.0
32541,677,22,30,0,0,1.6,42.48,5,0.0,2.0
32542,677,23,0,0,0,1.7,42.36,5,0.0,2.0
32543,677,23,30,0,0,1.6,45.44,5,0.0,2.0
32544,678,0,0,0,0,1.6,45.16,5,0.0,2.0
32545,678,0,30,0,0,1.6,45.15,5,0.0,2.0
32546,678,1,0,0,0,1.6,44.64,5,0.0,2.0
32547,678,1,30,0,0,1.6,44.64,5,0.0,2.0
32548,678,2,0,0,0,1.6,40.99,5,0.0,2.0
32549,678,2,30,0,0,1.5,40.99,5,0.0,2.0
32550,678,3,0,0,0,1.5,40.27,6,0.0,2.0
32551,678,3,30,0,0,1.4,40.27,6,0.0,2.0
32552,678,4,0,0,0,1.4,37.14,7,0.0,2.0
32553,678,4,30,0,0,1.3,37.15,7,0.0,2.0
32554,678,5,0,0,0,1.3,36.99,7,0.0,2.0
32555,678,5,30,0,0,1.3,37.0,7,0.0,2.0
32556,678,6,0,0,0,1.3,37.04,7,0.0,2.0
32557,678,6,30,0,0,1.2,37.04,7,0.0,2.0
32558,678,7,0,15,378,1.2,37.14,7,3.09674171,2.0
32559,678,7,30,29,624,1.3,34.69,9,10.60376125,2.0
32560,678,8,0,38,753,1.5,36.89,11,18.95497954,2.0
32561,678,8,30,44,833,2.7,34.51,12,27.11845979,2.0
32562,678,9,0,49,882,4.0,30.69,14,34.62453871,2.0
32563,678,9,30,53,917,4.6,30.69,14,41.09904595,2.0
32564,678,10,0,56,940,5.2,33.09,15,46.54087381,2.0
32565,678,10,30,57,956,5.3,33.08,15,50.66949971,2.0
32566,678,11,0,57,969,5.4,32.94,16,53.48388404,2.0
32567,678,11,30,58,973,5.3,32.93,16,54.89135467,2.0
32568,678,12,0,58,971,5.2,31.42,16,54.79752329,2.0
32569,678,12,30,58,966,5.0,31.41,16,53.39005266,2.0
32570,678,13,0,57,953,4.9,31.16,16,50.48128002,2.0
32571,678,13,30,55,936,4.8,33.23,16,46.16503675,2.0
32572,678,14,0,51,915,4.7,32.49,16,40.72281697,2.0
32573,678,14,30,48,878,4.5,34.67,15,34.1549961,2.0
32574,678,15,0,44,821,4.3,33.67,15,26.64840355,2.0
32575,678,15,30,38,739,3.3,38.4,13,18.48539052,2.0
32576,678,16,0,29,601,2.4,40.88,12,10.22806961,2.0
32577,678,16,30,30,0,2.0,50.08,9,2.815157854,2.0
32578,678,17,0,0,0,1.7,54.94,7,0.0,2.0
32579,678,17,30,0,0,1.6,58.93,6,0.0,2.0
32580,678,18,0,0,0,1.6,56.66,6,0.0,2.0
32581,678,18,30,0,0,1.5,60.8,5,0.0,2.0
32582,678,19,0,0,0,1.5,60.25,5,0.0,2.0
32583,678,19,30,0,0,1.4,64.69,4,0.0,2.0
32584,678,20,0,0,0,1.4,65.84,4,0.0,2.0
32585,678,20,30,0,0,1.3,65.84,4,0.0,2.0
32586,678,21,0,0,0,1.3,68.59,4,0.0,2.0
32587,678,21,30,0,0,1.2,73.69,3,0.0,2.0
32588,678,22,0,0,0,1.1,77.68,3,0.0,2.0
32589,678,22,30,0,0,1.0,77.69,3,0.0,2.0
32590,678,23,0,0,0,1.0,81.04,3,0.0,2.0
32591,678,23,30,0,0,0.9,81.05,3,0.0,2.0
32592,679,0,0,0,0,0.9,83.73,3,0.0,2.0
32593,679,0,30,0,0,0.8,83.73,3,0.0,2.0
32594,679,1,0,0,0,0.7,86.76,3,0.0,2.0
32595,679,1,30,0,0,0.5,86.75,3,0.0,2.0
32596,679,2,0,0,0,0.4,89.65,3,0.0,2.0
32597,679,2,30,0,0,0.5,89.62,3,0.0,2.0
32598,679,3,0,0,0,0.6,90.34,3,0.0,2.0
32599,679,3,30,0,0,0.7,97.09,2,0.0,2.0
32600,679,4,0,0,0,0.9,97.43,2,0.0,2.0
32601,679,4,30,0,0,1.0,97.42,1,0.0,2.0
32602,679,5,0,0,0,1.1,96.49,1,0.0,2.0
32603,679,5,30,0,0,1.1,96.48,0,0.0,2.0
32604,679,6,0,0,0,1.2,95.17,0,0.0,2.0
32605,679,6,30,0,0,1.2,95.16,1,0.0,2.0
32606,679,7,0,16,302,1.2,93.73,2,2.6276828130000003,2.0
32607,679,7,30,32,559,1.9,81.17,4,9.85359396,2.0
32608,679,8,0,42,704,2.7,65.12,6,18.11144603,2.0
32609,679,8,30,49,790,2.7,60.75,8,26.08741617,2.0
32610,679,9,0,54,847,2.8,48.44,10,33.50001026,2.0
32611,679,9,30,58,886,2.9,45.26,11,40.06819932,2.0
32612,679,10,0,61,911,3.0,38.56,12,45.41638248,2.0
32613,679,10,30,63,929,3.0,36.07,13,49.63843443,2.0
32614,679,11,0,64,941,3.0,32.27,14,52.45289198,2.0
32615,679,11,30,120,756,3.1,32.25,14,49.45022196,2.0
32616,679,12,0,67,939,3.2,29.53,15,53.67213673,2.0
32617,679,12,30,67,933,3.3,29.52,15,52.26465063,2.0
32618,679,13,0,68,914,3.4,29.25,15,49.26201361,2.0
32619,679,13,30,65,895,3.5,29.25,14,45.04005036,2.0
32620,679,14,0,64,860,3.7,29.21,14,39.5038775,2.0
32621,679,14,30,59,818,3.7,31.18,13,32.93589884,2.0
32622,679,15,0,55,748,3.8,33.64,13,25.42914127,2.0
32623,679,15,30,46,656,3.3,38.45,11,17.45359502,2.0
32624,679,16,0,34,506,2.9,42.66,10,9.383756375,2.0
32625,679,16,30,26,0,2.7,48.92,8,2.439830289,2.0
32626,679,17,0,0,0,2.5,51.26,7,0.0,2.0
32627,679,17,30,0,0,2.7,51.26,7,0.0,2.0
32628,679,18,0,0,0,2.9,50.53,7,0.0,2.0
32629,679,18,30,0,0,3.0,54.18,6,0.0,2.0
32630,679,19,0,0,0,3.1,54.24,6,0.0,2.0
32631,679,19,30,0,0,3.0,54.24,5,0.0,2.0
32632,679,20,0,0,0,2.9,54.68,5,0.0,2.0
32633,679,20,30,0,0,2.7,58.66,5,0.0,2.0
32634,679,21,0,0,0,2.5,58.78,5,0.0,2.0
32635,679,21,30,0,0,2.3,63.09,4,0.0,2.0
32636,679,22,0,0,0,2.1,62.69,4,0.0,2.0
32637,679,22,30,0,0,2.0,62.68,4,0.0,2.0
32638,679,23,0,0,0,1.9,62.08,4,0.0,2.0
32639,679,23,30,0,0,1.8,62.07,4,0.0,2.0
32640,680,0,0,0,0,1.8,61.55,4,0.0,2.0
32641,680,0,30,0,0,1.7,61.54,4,0.0,2.0
32642,680,1,0,0,0,1.7,61.39,4,0.0,2.0
32643,680,1,30,0,0,1.6,61.38,3,0.0,2.0
32644,680,2,0,0,0,1.6,61.6,3,0.0,2.0
32645,680,2,30,0,0,1.5,66.16,3,0.0,2.0
32646,680,3,0,0,0,1.5,66.5,3,0.0,2.0
32647,680,3,30,0,0,1.5,66.49,3,0.0,2.0
32648,680,4,0,0,0,1.6,66.61,3,0.0,2.0
32649,680,4,30,0,0,1.6,66.61,3,0.0,2.0
32650,680,5,0,0,0,1.7,66.47,3,0.0,2.0
32651,680,5,30,0,0,1.7,66.47,2,0.0,2.0
32652,680,6,0,0,0,1.8,65.88,2,0.0,2.0
32653,680,6,30,0,0,1.9,65.88,3,0.0,2.0
32654,680,7,0,14,307,2.1,60.79,4,2.533781304,2.0
32655,680,7,30,30,571,2.7,52.77,6,9.665693993,2.0
32656,680,8,0,40,717,3.4,42.16,8,18.01720829,2.0
32657,680,8,30,48,805,3.0,36.8,10,26.08684272,2.0
32658,680,9,0,52,863,2.7,29.42,12,33.59310936,2.0
